0.5377 1.8339
-2.2588 0.8622
0.3188 -1.3077
-0.4336 0.3426
3.5784 2.7694
-1.3499 3.0349
0.7254 -0.0631
0.7147 -0.2050
-0.1241 1.4897
1.4090 1.4172
0.6715 -1.2075
0.7172 1.6302
0.4889 1.0347
0.7269 -0.3034
0.2939 -0.7873
0.8884 -1.1471
-1.0689 -0.8095
-2.9443 1.4384
0.3252 -0.7549
1.3703 -1.7115
-0.1022 -0.2414
0.3192 0.3129
-0.8649 -0.0301
-0.1649 0.6277
1.0933 1.1093
-0.8637 0.0774
-1.2141 -1.1135
-0.0068 1.5326
-0.7697 0.3714
-0.2256 1.1174
-1.0891 0.0326
0.5525 1.1006
1.5442 0.0859
-1.4916 -0.7423
-1.0616 2.3505
-0.6156 0.7481
-0.1924 0.8886
-0.7648 -1.4023
-1.4224 0.4882
-0.1774 -0.1961
1.4193 0.2916
0.1978 1.5877
-0.8045 0.6966
0.8351 -0.2437
0.2157 -1.1658
-1.1480 0.1049
0.7223 2.5855
-0.6669 0.1873
-0.0825 -1.9330
-0.4390 -1.7947
0.8404 -0.8880
0.1001 -0.5445
0.3035 -0.6003
0.4900 0.7394
1.7119 -0.1941
-2.1384 -0.8396
1.3546 -1.0722
0.9610 0.1240
1.4367 -1.9609
-0.1977 -1.2078
2.9080 0.8252
1.3790 -1.0582
-0.4686 -0.2725
1.0984 -0.2779
0.7015 -2.0518
-0.3538 -0.8236
-1.5771 0.5080
0.2820 0.0335
-1.3337 1.1275
0.3502 -0.2991
0.0229 -0.2620
-1.7502 -0.2857
-0.8314 -0.9792
-1.1564 -0.5336
-2.0026 0.9642
0.5201 -0.0200
-0.0348 -0.7982
1.0187 -0.1332
-0.7145 1.3514
-0.2248 -0.5890
-0.2938 -0.8479
-1.1201 2.5260
1.6555 0.3075
-1.2571 -0.8655
-0.1765 0.7914
-1.3320 -2.3299
-1.4491 0.3335
0.3914 0.4517
-0.1303 0.1837
-0.4762 0.8620
-1.3617 0.4550
-0.8487 -0.3349
0.5528 1.0391
-1.1176 1.2607
0.6601 -0.0679
-0.1952 -0.2176
-0.3031 0.0230
0.0513 0.8261
1.5270 0.4669
-0.2097 0.6252
0.1832 -1.0298
0.9492 0.3071
0.1352 0.5152
0.2614 -0.9415
-0.1623 -0.1461
-0.5320 1.6821
-0.8757 -0.4838
-0.7120 -1.1742
-0.1922 -0.2741
1.5301 -0.2490
-1.0642 1.6035
1.2347 -0.2296
-1.5062 -0.4446
-0.1559 0.2761
-0.2612 0.4434
0.3919 -1.2507
-0.9480 -0.7411
-0.5078 -0.3206
0.0125 -3.0292
-0.4570 1.2424
-1.0667 0.9337
0.3503 -0.0290
0.1825 -1.5651
-0.0845 1.6039
0.0983 0.0414
-0.7342 -0.0308
0.2323 0.4264
-0.3728 -0.2365
2.0237 -2.2584
2.2294 0.3376
1.0001 -1.6642
-0.5900 -0.2781
0.4227 -1.6702
0.4716 -1.2128
0.0662 0.6524
0.3271 1.0826
1.0061 -0.6509
0.2571 -0.9444
-1.3218 0.9248
0.0000 -0.0549
0.9111 0.5946
0.3502 1.2503
0.9298 0.2398
-0.6904 -0.6516
1.1921 -1.6118
-0.0245 -1.9488
1.0205 0.8617
0.0012 -0.0708
-2.4863 0.5812
-2.1924 -2.3193
0.0799 -0.9485
0.4115 0.6770
0.8577 -0.6912
0.4494 0.1006
0.8261 0.5362
0.8979 -0.1319
-0.1472 1.0078
-2.1237 -0.5046
-1.2706 -0.3826
0.6487 0.8257
-1.0149 -0.4711
0.1370 -0.2919
0.3018 0.3999
-0.9300 -0.1768
-2.1321 1.1454
-0.6291 -1.2038
-0.2539 -1.4286
-0.0209 -0.5607
2.1778 1.1385
-2.4969 0.4413
-1.3981 -0.2551
0.1644 0.7477
-0.2730 1.5763
-0.4809 0.3275
0.6647 0.0852
0.8810 0.3232
-0.7841 -1.8054
1.8586 -0.6045
0.1034 0.5632
0.1136 -0.9047
-0.4677 -0.1249
1.4790 -0.8608
0.7847 0.3086
-0.2339 -1.0570
-0.2841 -0.0867
-1.4694 0.1922
-0.8223 -0.0942
0.3362 -0.9047
-0.2883 0.3501
-1.8359 1.0360
2.4245 0.9594
-0.3158 0.4286
-1.0360 1.8779
0.9407 0.7873
-0.8759 0.3199
-0.5583 -0.3114
-0.5700 -1.0257
-0.9087 -0.2099
-1.6989 0.6076
-0.1178 0.6992
0.2696 0.4943
-1.4831 -1.0203
-0.4470 0.1097
1.1287 -0.2900
1.2616 0.4754
1.1741 0.1269
-0.6568 -1.4814
0.1555 0.8186
-0.2926 -0.5408
-0.3086 -1.0966
-0.4930 -0.1807
0.0458 -0.0638
0.6113 0.1093
1.8140 0.3120
1.8045 -0.7231
0.5265 -0.2603
0.6001 0.5939
-2.1860 -1.3270
-1.4410 0.4018
1.4702 -0.3268
0.8123 0.5455
-1.0516 0.3975
-0.7519 1.5163
-0.0326 1.6360
-0.4251 0.5894
-0.0628 -2.0220
-0.9821 0.6125
-0.0549 -1.1187
-0.6264 0.2495
-0.9930 0.9750
-0.6407 1.8089
-1.0799 0.1992
-1.5210 -0.7236
-0.5933 0.4013
0.9421 0.3005
-0.3731 0.8155
0.7989 0.1202
0.5712 0.4128
-0.9870 0.7596
-0.6572 -0.6039
0.1769 -0.3075
-0.1318 0.5954
1.0468 -0.1980
0.3277 -0.2383
0.2296 0.4400
-0.6169 0.2748
0.6011 0.0923
1.7298 -0.6086
-0.7371 -1.7499
0.9105 0.8671
-0.0799 0.8985
0.1837 0.2908
0.1129 0.4400
0.1017 2.7873
-1.1667 -1.8543
-1.1407 -1.0933
-0.4336 -0.1685
-0.2185 0.5413
0.3893 0.7512
1.7783 1.2231
-1.2833 -2.3290
0.9019 -1.8356
0.0668 0.0355
2.2272 -0.0692
-0.5073 0.2358
0.2458 0.0700
-0.6086 -1.2226
0.3165 -1.3429
-1.0322 1.3312
-0.4189 -0.1403
0.8998 -0.3001
1.0294 -0.3451
1.0128 0.6293
-0.2130 -0.8657
-1.0431 -0.2701
-0.4381 -0.4087
0.9835 -0.2977
1.1437 -0.5316
0.9726 -0.5223
0.1766 0.9707
-0.4140 -0.4383
2.0034 0.9510
-0.4320 0.6489
-0.3601 0.7059
1.4158 -1.6045
1.0289 1.4580
0.0475 1.7463
0.1554 -1.2371
-2.1935 -0.3334
0.7135 0.3174
0.4136 -0.5771
0.1440 -1.6387
-0.7601 -0.8188
0.5197 -0.0142
-1.1555 -0.0095
-0.6898 -0.6667
0.8641 0.1134
0.3984 0.8840
0.1803 0.5509
0.6830 1.1706
0.4759 1.4122
0.0226 -0.0479
1.7013 -0.5097
-0.0029 0.9199
0.1498 1.4049
1.0341 0.2916
-0.7777 0.5667
-1.3826 0.2445
0.8084 0.2130
0.8797 2.0389
0.9239 0.2669
0.6417 0.4255
-1.3147 -0.4164
1.2247 -0.0436
0.5824 -1.0065
0.0645 0.6003
-1.3615 0.3476
-0.1818 -0.9395
-0.0375 -1.8963
-2.1280 -1.1769
-0.9905 -1.1730
-1.7254 0.2882
-1.5942 0.1102
0.7871 -0.0022
0.0931 -0.3782
-1.4827 -0.0438
0.9608 1.7382
-0.4302 -1.6273
0.1663 0.3763
-0.2270 -1.1489
2.0243 -2.3595
-0.5100 -1.3216
-0.6361 0.3179
0.1380 -0.7107
0.7770 0.6224
0.6474 -0.4256
1.0486 0.6607
2.5088 1.0635
1.1569 0.0530
-1.2884 -0.3712
-0.7578 -0.5640
0.5551 -0.5568
-0.8951 -0.4093
-0.1609 0.4093
-0.9526 0.3173
0.0780 1.3244
-0.2132 -0.1345
-1.1714 -1.3853
0.3105 -0.2495
0.5037 -0.8927
1.9085 0.1222
1.0470 -0.2269
-0.1625 0.6901
0.5558 -1.1203
-1.5327 -1.0979
-1.4158 0.0596
-0.4113 -0.3680
-1.3610 0.7796
0.4394 -0.0896
1.0212 -0.8740
0.4147 0.3484
0.3493 -0.7292
0.3268 -0.5149
-0.8964 -1.2033
1.0378 -0.8459
-0.1729 -1.2087
-0.2971 -3.2320
-1.0870 -1.4264
-1.0145 -0.2133
-0.3253 1.9444
-0.5718 -0.2500
-1.5693 -0.4774
-1.3380 0.0303
0.8531 0.4043
-0.7006 -1.6305
1.4600 2.0500
0.1205 -0.9899
1.1978 -0.5927
-0.4698 0.8864
-1.3852 -1.9568
0.4207 0.4007
0.0951 0.4967
1.0822 0.9704
-0.5686 0.8100
0.1732 -0.5055
-1.1933 0.6470
-0.3536 0.0464
-0.7929 -1.5505
0.1716 -0.0621
1.1990 0.8017
1.0533 -0.7489
-0.9363 -1.2691
0.4980 2.7891
0.7276 -0.7731
0.8366 -1.1283
